iter	Logloss
158	0.5731346994
159	0.5725118335
160	0.5721175544
161	0.5715933731
162	0.5710198917
163	0.5707785086
164	0.5700835772
165	0.569437
166	0.5689091263
167	0.5684814053
168	0.5680886999
169	0.5674777734
170	0.5670725955
171	0.5670420181
172	0.5666396674
173	0.5662266285
174	0.5656968018
175	0.5651915596
176	0.5646189861
177	0.5638349986
178	0.5637984971
179	0.5635444111
180	0.5631974627
181	0.5626284034
182	0.562133721
183	0.5614374839
184	0.5610602154
185	0.5604222876
186	0.5599053321
187	0.5594023629
188	0.5588885111
189	0.5584266241
190	0.5578537621
191	0.5577475641
192	0.5572925539
193	0.5566532685
194	0.556252913
195	0.5551137729
196	0.5550509688
197	0.5550226959
198	0.5548358651
199	0.5541687213
200	0.553827412
201	0.5532188591
202	0.552741514
203	0.5523789225
204	0.551560546
205	0.5510235142
206	0.5506275676
207	0.5503980013
208	0.5499952164
209	0.5499717945
210	0.5497732435
211	0.5495892326
212	0.5493364034
213	0.5490266986
214	0.5488656272
215	0.5484273436
216	0.5479542201
217	0.5479363061
218	0.5472567898
219	0.5470989706
220	0.546462985
221	0.5462832533
222	0.545931161
223	0.5455366163
224	0.5450625098
225	0.5445436128
226	0.5438961822
227	0.5436683589
228	0.5435771345
229	0.542989077
230	0.5421908546
231	0.5417615401
232	0.5416347408
233	0.5413115408
234	0.5408560747
235	0.5408193591
236	0.5407309479
237	0.540275933
238	0.5399522002
239	0.5396274137
240	0.5388355315
241	0.5383998321
242	0.5380667006
243	0.5379030397
244	0.5373493082
245	0.5367669426
246	0.5364436524
247	0.5361897222
248	0.5359189303
249	0.5357996785
250	0.5356760787
251	0.5350655671
252	0.5337614696
253	0.5334548655
254	0.5328465466
255	0.5320141805
256	0.5319096962
257	0.5316851552
258	0.5313980705
259	0.5312881705
260	0.5312419574
261	0.5302954134
262	0.5301350026
263	0.5298080512
264	0.5295876122
265	0.5290775954
266	0.5284583613
267	0.5279356322
268	0.5277372276
269	0.5268506344
270	0.5264485139
271	0.5258743779
272	0.5255275958
273	0.525098498
274	0.5247899582
275	0.5245689343
276	0.5244221143
277	0.5237550121
278	0.5235318481
279	0.5230671556
280	0.522420597
281	0.5223201185
282	0.5216904003
283	0.5214381529
284	0.5209383174
285	0.5202707309
286	0.519890477
287	0.519450548
288	0.5188836498
289	0.5186260929
290	0.5184119663
291	0.5183904826
292	0.5177021774
293	0.5170751428
294	0.5166911778
295	0.5164070267
296	0.5161619233
297	0.5156874825
298	0.5153898627
299	0.5147890424
300	0.5146048919
301	0.5145324544
302	0.5141724629
303	0.5139216051
304	0.5135261141
305	0.5129676454
306	0.5125336459
307	0.5119937801
308	0.5114274816
309	0.511122864
310	0.5110284302
311	0.5105819862
312	0.5100170733
313	0.5097177539
314	0.5094494352
315	0.5092095923
316	0.5086869872
317	0.508263219
318	0.5080885578
319	0.5079187239
320	0.507485481
321	0.5071506676
322	0.5068345455
323	0.5063633403
324	0.5058139766
325	0.5053866223
326	0.5050102565
327	0.5043456591
328	0.5039925803
329	0.5039881241
330	0.5033663088
331	0.5031566098
332	0.5028095955
333	0.5026159765
334	0.5022332241
335	0.5019672512
336	0.501671236
337	0.5012138043
338	0.5011756671
339	0.5008482062
340	0.5005237025
341	0.5001608625
342	0.4998466322
343	0.4995153616
344	0.4992969315
345	0.4989303983
346	0.4989231465
347	0.4987860389
348	0.4986307308
349	0.498378807
350	0.4981029804
351	0.4978528051
352	0.4973295929
353	0.4969516188
354	0.4966245142
355	0.4959956151
356	0.4957061664
357	0.4951100848
358	0.495069721
359	0.4944253336
360	0.4942882832
361	0.4942451075
362	0.4941477435
363	0.4939564208
364	0.493718452
365	0.4936136257
366	0.4934577509
367	0.4930483966
368	0.4926661571
369	0.4920717008
370	0.4917166862
371	0.4911111113
372	0.4907245771
373	0.4902554674
374	0.4899683473
375	0.489755285
376	0.4893063293
377	0.4888663406
378	0.4887524699
379	0.4886678612
380	0.4883499069
381	0.4879386403
382	0.4874407302
383	0.4870962493
384	0.4867042936
385	0.4863145272
386	0.485988208
387	0.4856160943
388	0.4849826274
389	0.4845841035
390	0.4841506791
391	0.4841487421
392	0.4837298159
393	0.4829623558
394	0.482484272
395	0.4819275384
396	0.481139124
397	0.4809560905
398	0.4809356454
399	0.4806698564
400	0.4797890916
401	0.4795022355
402	0.4791598686
403	0.4787963678
404	0.4782268639
405	0.4781346761
406	0.4777062141
407	0.4775280617
408	0.4775265756
409	0.4770382501
410	0.476778715
411	0.4765428073
412	0.4758986701
413	0.4756780555
414	0.4756322087
415	0.4753674959
416	0.4747919631
417	0.4741821173
418	0.4739362358
419	0.4736489998
420	0.4735119173
421	0.4734924129
422	0.4733318107
423	0.4726688339
424	0.4726546163
425	0.472409865
426	0.472199801
427	0.4721190521
428	0.4717511925
429	0.4715949529
430	0.4714052935
431	0.4711180075
432	0.470546353
433	0.470411458
434	0.4702773392
435	0.4695832631
436	0.4691555938
437	0.4691386576
438	0.4688382457
439	0.4684380906
440	0.4677449099
441	0.4676771385
442	0.4675139721
443	0.4673832162
444	0.4669517997
445	0.4665985475
446	0.4664034224
447	0.4659082974
448	0.4654282568
449	0.4653948601
450	0.4645408653
451	0.4643984064
452	0.4640883308
453	0.4638028235
454	0.4634709241
455	0.4634056909
456	0.4632459583
457	0.4626625037
458	0.4622381184
459	0.4616558262
460	0.4614460978
461	0.4612189429
462	0.4608542745
463	0.4603885561
464	0.4598940988
465	0.4596147181
466	0.4591277763
467	0.4587572499
468	0.4587184023
469	0.4586599322
470	0.4584277948
471	0.4578821593
472	0.4576416034
473	0.4570274618
474	0.4563610952
475	0.4559807392
476	0.4555558004
477	0.4551797253
478	0.4550058615
479	0.4549020318
480	0.4547830688
481	0.4542936575
482	0.4541255841
483	0.4539277841
484	0.4538471651
485	0.4535339499
486	0.4532757692
487	0.4529930008
488	0.4527808124
489	0.4526580488
490	0.4521574961
491	0.4519049683
492	0.4514828668
493	0.4512655488
494	0.4508173882
495	0.4505667227
496	0.4502373485
497	0.4498049018
498	0.4496912024
499	0.4492543051
500	0.4490076363
501	0.4489376481
502	0.4485396713
503	0.4482789594
504	0.4482269667
505	0.4479878074
506	0.4476607922
507	0.4473524472
508	0.4472225882
509	0.446797838
510	0.4464326103
511	0.4459593316
512	0.4458436669
513	0.4454816487
514	0.4451187012
515	0.4447684618
516	0.444437938
517	0.4439685312
518	0.4438080568
519	0.4435767671
520	0.4433641483
521	0.4432385399
522	0.4431074765
523	0.4424484
524	0.4422728571
525	0.4420899882
526	0.4418484555
527	0.4415429563
528	0.4409776299
529	0.4405690834
530	0.4405551072
531	0.4405133461
532	0.4403072708
533	0.4399063372
534	0.4397427257
535	0.4393014113
536	0.4389332597
537	0.4387764734
538	0.4384418254
539	0.438276358
540	0.4380849841
541	0.4378227326
542	0.437443589
543	0.4370860727
544	0.4369240738
545	0.4367866516
546	0.436462345
547	0.4363786782
548	0.4363785331
549	0.4362379104
550	0.4359640694
551	0.4359639293
552	0.4354515762
553	0.4350303525
554	0.434999369
555	0.4344546581
556	0.4341690055
557	0.4338459815
558	0.4336889362
559	0.4335259437
560	0.4332984138
561	0.4331378764
562	0.4327712449
563	0.4325299494
564	0.4324182247
565	0.4322586303
566	0.4321495946
567	0.43145212
568	0.431286014
569	0.4310117699
570	0.4308535983
571	0.4304567363
572	0.4300402995
573	0.4299066172
574	0.429830771
575	0.4295773591
576	0.4295101208
577	0.4291050411
578	0.4290412493
579	0.4287610368
580	0.4286629417
581	0.428178374
582	0.4277388905
583	0.4276240604
584	0.4273904455
585	0.4273136758
586	0.4271524195
587	0.4267367912
588	0.426396831
589	0.4262480463
590	0.4260700618
591	0.425833245
592	0.4255020591
593	0.4253557168
594	0.4252273322
595	0.4251183671
596	0.4249513285
597	0.4249424096
598	0.4248038323
599	0.4242115833
600	0.4238192399
601	0.4235791733
602	0.4235182381
603	0.4231705354
604	0.4230855916
605	0.4230679999
606	0.4229288419
607	0.422617547
608	0.4223944278
609	0.4223034053
610	0.4219863918
611	0.4216462433
612	0.4215371792
613	0.4212263466
614	0.421053511
615	0.4209347669
616	0.42075419
617	0.4205484674
618	0.4205052654
619	0.4200170196
620	0.4194597201
621	0.4192589286
622	0.4191083275
623	0.4188694278
624	0.4186127123
625	0.4184424499
626	0.4179715906
627	0.4178636206
628	0.417350632
629	0.4168702486
630	0.4165806305
631	0.4162731216
632	0.4159858028
633	0.4156084817
634	0.4148953632
635	0.4147394449
636	0.4147237973
637	0.4142785614
638	0.4139237979
639	0.4134886823
640	0.4130427742
641	0.4125627214
642	0.4122432995
643	0.4121511086
644	0.4119269785
645	0.4115041453
646	0.4113125788
647	0.4109171676
648	0.4107811924
649	0.4106301051
650	0.4103052281
651	0.4096104322
652	0.4094448733
653	0.4092524652
654	0.4091311692
655	0.4090960988
656	0.4088698163
657	0.4086423983
658	0.4085105229
659	0.4081296631
660	0.4079348666
661	0.4076244848
662	0.4072342108
663	0.4070690616
664	0.4069482296
665	0.4064327652
666	0.4061682217
667	0.4057567007
668	0.4055258656
669	0.4050863378
670	0.4050508484
671	0.404919924
672	0.4046897207
673	0.4046568223
674	0.404114046
675	0.4039042448
676	0.4037494363
677	0.4035384261
678	0.403515476
679	0.4034343703
680	0.4033729199
681	0.4028734898
682	0.4027620162
683	0.4025343821
684	0.4023245102
685	0.4022743773
686	0.4020788995
687	0.4020786329
688	0.4017987488
689	0.4017639662
690	0.4015042641
691	0.4014410837
692	0.4012691808
693	0.4009194127
694	0.4006074434
695	0.4004374305
696	0.4004374303
697	0.4002870997
698	0.4002057602
699	0.3999227313
700	0.3995766176
701	0.3992332193
702	0.3989756197
703	0.3986605482
704	0.3983278338
705	0.3982127646
706	0.3980782404
707	0.3975189217
708	0.3974080791
709	0.3971581801
710	0.3971252629
711	0.396747468
712	0.3965269472
713	0.3962007362
714	0.3957466738
715	0.3953427408
716	0.3951595683
717	0.3946991036
718	0.3946991036
719	0.3942660394
720	0.394156441
721	0.3937309659
722	0.3934798882
723	0.3934321133
724	0.3933358321
725	0.393010959
726	0.3929178508
727	0.3927831357
728	0.3927830363
729	0.392585877
730	0.3924229919
731	0.392352457
732	0.392177724
733	0.3918845386
734	0.3916477103
735	0.3916008505
736	0.3912975965
737	0.3912050265
738	0.3911160223
739	0.3909527438
740	0.3909349862
741	0.3909349861
742	0.3905436173
743	0.3903751394
744	0.389944413
745	0.3897393521
746	0.3892884976
747	0.3890292402
748	0.3887618599
749	0.3883788464
750	0.3882423184
751	0.3881717521
752	0.3880423094
753	0.3879301862
754	0.3877049658
755	0.3875533037
756	0.3875021211
757	0.387133672
758	0.3868271455
759	0.3867078179
760	0.3866081267
761	0.3862950083
762	0.3860355556
763	0.386027595
764	0.3858276033
765	0.3856401268
766	0.3855377105
767	0.3854935399
768	0.3850603857
769	0.3848229585
770	0.3848184577
771	0.3846907595
772	0.3845713368
773	0.3839252961
774	0.3838586765
775	0.3835924089
776	0.3831801524
777	0.3830651296
778	0.3830011131
779	0.3827929058
780	0.3825118903
781	0.3824009457
782	0.3822507203
783	0.3821702885
784	0.3820228485
785	0.3817790783
786	0.3817790762
787	0.381409391
788	0.3808143385
789	0.3806826299
790	0.3804993712
791	0.3801792099
792	0.3798330848
793	0.3798058692
794	0.3796505193
795	0.3795877195
796	0.3795409921
797	0.3792384531
798	0.3789820611
799	0.3788956172
800	0.3787964508
801	0.3786908185
802	0.378484101
803	0.3782743138
804	0.377860864
805	0.3777346664
806	0.3776353769
807	0.3771965843
808	0.3769507462
809	0.3766279973
810	0.3765067742
811	0.376496047
812	0.3763189673
813	0.3761316367
814	0.3759433808
815	0.3757225952
816	0.375547862
817	0.3754672361
818	0.3754055583
819	0.3751671015
820	0.37486604
821	0.3746638008
822	0.3745472363
823	0.3741814934
824	0.3741460271
825	0.3739357964
826	0.3737354579
827	0.3734611862
828	0.3734258205
829	0.3732942034
830	0.3731878083
831	0.3729699959
832	0.3726338287
833	0.3725342177
834	0.3723088572
835	0.3721865062
836	0.3719622532
837	0.3715495068
838	0.3713609908
839	0.3712026971
840	0.3710842949
841	0.370870401
842	0.3706261733
843	0.3705438594
844	0.3704116297
845	0.3701647457
846	0.3698468295
847	0.3696928845
848	0.3695167417
849	0.3693942565
850	0.3691140235
851	0.368790147
852	0.368636857
853	0.3684993909
854	0.3684572716
855	0.3681632996
856	0.367983083
857	0.3678037993
858	0.3677899029
859	0.3676638297
860	0.3674537493
861	0.3673194448
862	0.3670796082
863	0.3667875394
864	0.3665925118
865	0.3665522821
866	0.3665245826
867	0.3660397858
868	0.3657840904
869	0.3655652641
870	0.3654233649
871	0.3652987466
872	0.3649615686
873	0.3646042379
874	0.3646042374
875	0.3643317321
876	0.3640570088
877	0.364010408
878	0.3639421245
879	0.3636589796
880	0.3636561924
881	0.3634554109
882	0.3632470154
883	0.3628866024
884	0.36274569
885	0.3625377928
886	0.3623106276
887	0.362307818
888	0.3619341242
889	0.3616695835
890	0.3613983367
891	0.3610790965
892	0.3609588969
893	0.3608143133
894	0.3606951017
895	0.3604936156
896	0.3604367391
897	0.3602193546
898	0.3601330009
899	0.3594194697
900	0.359165003
901	0.3591650029
902	0.3586486531
903	0.3582187639
904	0.3580987451
905	0.3580840553
906	0.3580349095
907	0.3578539087
908	0.3577045842
909	0.3576530235
910	0.357653013
911	0.3575760151
912	0.3575302563
913	0.3573622497
914	0.3571767454
915	0.3569837847
916	0.3568226889
917	0.3566289137
918	0.3561773911
919	0.355780115
920	0.3555365751
921	0.355361386
922	0.3552667877
923	0.3552307644
924	0.3551835351
925	0.3549657716
926	0.3548386538
927	0.3546619896
928	0.3544557766
929	0.3541200061
930	0.3538056789
931	0.3536034312
932	0.3534355804
933	0.353357337
934	0.3530179873
935	0.3526705201
936	0.3525141694
937	0.3521913831
938	0.3519468853
939	0.3518127541
940	0.3515671751
941	0.3515671535
942	0.3513322492
943	0.3511916614
944	0.3510189338
945	0.3506571153
946	0.3506386794
947	0.3504544166
948	0.35036433
949	0.3501766422
950	0.350088253
951	0.3499967704
952	0.3498092683
953	0.3495669629
954	0.3492494235
955	0.3490322222
956	0.3489647379
957	0.3488285077
958	0.3484928788
959	0.3484234436
960	0.3482961779
961	0.3482018523
962	0.3477760888
963	0.3476948525
964	0.3474349842
965	0.3473470111
966	0.3469805127
967	0.3467129013
968	0.3466343639
969	0.3464353372
970	0.3462674983
971	0.3459949924
972	0.3457819062
973	0.3455696361
974	0.3453396276
975	0.3452682435
976	0.3450462188
977	0.3449033295
978	0.3446246846
979	0.3443052208
980	0.3440647554
981	0.3440030057
982	0.3438202943
983	0.3436255372
984	0.3434142753
985	0.3431228198
986	0.3430238777
987	0.3428898636
988	0.3427465477
989	0.342435162
990	0.3423046449
991	0.3421479479
992	0.3418400718
993	0.3416782793
994	0.3414969986
995	0.341287927
996	0.3410377874
997	0.3405544125
998	0.3404860195
999	0.3402847457
